Species_ID,NCBI RefSeq,Superkingdom
3050344,NC_005264.1, Viruses 
3050347,NC_008210.1, Viruses 
3050351,NC_043043.1, Viruses 
3050360,NC_027916.2, Viruses 
3050362,NC_002794.1, Viruses 
3051371,NC_025361.1, Viruses 
3051383,NC_025390.1, Viruses 
3051404,NC_055171.1, Viruses 
3051410,NC_055174.1, Viruses 
3051412,NC_076483.1, Viruses 
3051624,NC_001662.1, Viruses 
3051975,NC_040428.1, Viruses 
3051977,NC_026943.1, Viruses 
3051980,NC_025360.1, Viruses 
3051983,NC_024454.1, Viruses 
3051995,NC_032158.1, Viruses 
3052000,NC_004156.2, Viruses 
3052025,NC_005041.2, Viruses 
3052045,NC_001540.1, Viruses 
3052086,NZ_CP127390.1, Bacteria 
3052099,NC_004285.1, Viruses 
3052115,NC_040562.1, Viruses 
3052116,NC_034978.1, Viruses 
3052136,NC_035759.1, Viruses 
3052142,NC_006259.1, Viruses 
3052148,NC_016144.1, Viruses 
3052172,NC_075440.1, Viruses 
3052181,NC_055510.1, Viruses 
3052182,NC_043432.1, Viruses 
3052183,NC_030296.1, Viruses 
3052184,NC_040712.1, Viruses 
3052186,NC_055435.1, Viruses 
3052189,NC_000883.2, Viruses 
3052195,NC_014072.1, Viruses 
3052202,NC_043031.1, Viruses 
3052205,NC_005084.2, Viruses 
3052209,NC_010356.1, Viruses 
3052212,NC_031320.1, Viruses 
3052214,NC_043443.1, Viruses 
3052220,NC_005040.1, Viruses 
3052223,NC_001906.3, Viruses 
3052230,NC_004102.1, Viruses 
3052240,NC_014357.1, Viruses 
3052243,NC_034459.1, Viruses 
3052245,NC_055841.1, Viruses 
3052246,NC_075441.1, Viruses 
3052248,NC_031313.1, Viruses 
3052249,NC_032280.1, Viruses 
3052250,NC_032282.1, Viruses 
3052252,NC_078864.1, Viruses 
3052253,NC_055527.1, Viruses 
3052256,NC_004288.1, Viruses 
3052260,NC_078094.1, Viruses 
3052269,NC_038706.1, Viruses 
3052270,NC_033744.1, Viruses 
3052273,NC_024890.1, Viruses 
3052279,NC_043679.1, Viruses 
3052280,NC_055450.1, Viruses 
3052282,NC_043125.1, Viruses 
3052303,NC_004291.1, Viruses 
3052334,NC_040450.1, Viruses 
3052338,NC_034401.1, Viruses 
3052340,NC_043477.1, Viruses 
3052345,NC_001498.1, Viruses 
3052348,NC_010671.1, Viruses 
3052349,NC_076396.1, Viruses 
3052350,NC_040668.1, Viruses 
3052354,NC_002199.1, Viruses 
3052361,NC_023593.1, Viruses 
3052362,NC_078265.1, Viruses 
3052366,NC_030650.1, Viruses 
3052381,NC_001925.1, Viruses 
3052460,NC_006432.1, Viruses 
3052505,NC_001608.3, Viruses 
3052514,NC_004159.1, Viruses 
3052543,NC_031312.1, Viruses 
3052558,NC_006430.1, Viruses 
3052566,NC_003614.1, Viruses 
3052591,NC_043600.1, Viruses 
3052593,NC_019531.1, Viruses 
3052602,NC_004074.1, Viruses 
3052603,NC_000936.1, Viruses 
3052610,NC_001837.1, Viruses 
3052615,NC_039043.1, Viruses 
3052621,NC_003678.1, Viruses 
3052632,NC_031298.1, Viruses 
3052676,NC_014397.1, Viruses 
3052691,NC_043482.1, Viruses 
3052700,NC_004286.1, Viruses 
3052703,NC_007193.2, Viruses 
3052717,NC_001510.1, Viruses 
3052724,NC_018484.1, Viruses 
3052728,NC_055170.1, Viruses 
3052734,NC_076140.1, Viruses 
3052737,NC_078237.1, Viruses 
3052740,NC_025386.1, Viruses 
3052741,NC_055192.1, Viruses 
3052742,NC_004289.1, Viruses 
3052745,NC_075438.1, Viruses 
3052746,NC_025707.1, Viruses 
3052748,NC_031221.1, Viruses 
3052749,NC_031220.1, Viruses 
3052750,NC_012126.1, Viruses 
3052753,NC_006964.1, Viruses 
3052755,NC_055175.1, Viruses 
3052756,NC_031141.1, Viruses 
3052757,NC_018859.1, Viruses 
3052758,NC_075439.1, Viruses 
3052762,NC_002323.1, Viruses 
3052770,NC_007018.1, Viruses 
3052775,NC_076153.1, Viruses 
3052776,NC_076372.1, Viruses 
3052777,NC_055176.1, Viruses 
3052778,NC_014071.1, Viruses 
3052789,NC_010707.1, Viruses 
3052811,NC_005214.1, Viruses 
3052813,NC_028462.1, Viruses 
3052821,NC_040617.1, Viruses 
3052826,NC_031287.1, Viruses 
3052827,NC_030752.1, Viruses 
3052828,NC_078241.1, Viruses 
3052830,NC_024908.1, Viruses 
3053655,NZ_CP128185.1, Bacteria 
305785,NC_011543.1, Viruses 
3058190,NC_076993.1, Viruses 
3058420,NZ_CP124616.1, Bacteria 
307486,NZ_CP083911.1, Bacteria 
309805,NC_012440.1, Bacteria 
309806,NC_012438.1, Bacteria 
310575,NC_017964.1, Bacteria 
310750,NC_007069.1, Viruses 
310783,NC_012526.1, Bacteria 
311180,NZ_CP022189.1, Bacteria 
311182,NZ_LR778301.1, Bacteria 
311226,NC_043367.1, Viruses 
311229,NC_007535.1, Viruses 
311400,NC_006624.1, Archaea 
312185,NC_003983.1, Viruses 
313588,NC_014230.1, Bacteria 
313985,NC_010814.1, Bacteria 
31532,NC_001835.1, Viruses 
31535,NC_002484.2, Viruses 
31537,NC_001706.1, Viruses 
315953,NC_007409.1, Viruses 
316068,NC_014655.1, Bacteria 
316277,NC_007759.1, Bacteria 
31713,NC_003617.1, Viruses 
31721,NC_003514.1, Viruses 
318829,NC_017850.1, Eukaryota 
31909,NC_011899.1, Bacteria 
31998,NC_010505.1, Bacteria 
320122,NC_007917.1, Viruses 
32025,NC_004917.1, Bacteria 
320324,NZ_HG315671.1, Bacteria 
32046,NC_007604.1, Bacteria 
320497,NZ_CP014691.1, Bacteria 
323118,NC_008558.1, Viruses 
323415,NZ_CP015249.1, Bacteria 
324900,NC_005281.1, Viruses 
32625,NC_001633.1, Viruses 
326320,NZ_CP015125.1, Bacteria 
328813,NZ_AP019734.1, Bacteria 
329853,NC_001426.1, Viruses 
33007,NZ_CP126960.1, Bacteria 
33010,NC_021064.1, Bacteria 
33025,NZ_AP019004.1, Bacteria 
33033,NZ_CP031971.1, Bacteria 
33037,NZ_CP066014.1, Bacteria 
33038,NZ_CP027002.1, Bacteria 
33045,NC_012846.1, Bacteria 
33070,NZ_CP018092.1, Bacteria 
33072,NC_005125.1, Bacteria 
33074,NZ_AP018933.1, Bacteria 
33075,NC_012483.1, Bacteria 
33169,NC_005782.2, Eukaryota 
331696,NZ_CP031417.1, Bacteria 
332032,NC_007145.2, Viruses 
332055,NZ_CP013070.1, Bacteria 
332158,NZ_CP110973.1, Bacteria 
332249,NC_014221.1, Bacteria 
332410,NC_010556.1, Bacteria 
333919,NC_003748.1, Viruses 
333930,NC_001693.1, Viruses 
334204,NC_001458.1, Viruses 
334205,NC_001354.1, Viruses 
334208,NC_004500.1, Viruses 
334543,NC_007204.1, Bacteria 
336261,NC_016148.1, Bacteria 
336810,NZ_CP013212.1, Bacteria 
336959,NC_003790.1, Viruses 
336988,NZ_CM001398.1, Bacteria 
33724,NC_003654.1, Viruses 
33756,NC_002615.1, Viruses 
33773,NC_003673.1, Viruses 
338079,NC_010820.1, Viruses 
338192,NC_010085.1, Archaea 
338473,NC_009643.1, Viruses 
338565,NC_010694.1, Bacteria 
338584,NZ_AP023359.1, Bacteria 
338645,NZ_CP054699.1, Bacteria 
33871,NC_015389.1, Bacteria 
338781,NC_008171.1, Viruses 
33888,NZ_CP015515.1, Bacteria 
33903,NC_003155.5, Bacteria 
33934,NC_011567.1, Bacteria 
33936,NZ_CP017703.1, Bacteria 
33943,NC_014098.1, Bacteria 
33952,NC_016894.1, Bacteria 
33959,NC_013504.1, Bacteria 
33970,NZ_AP018492.1, Bacteria 
33996,NC_011365.1, Bacteria 
34,NC_008095.1, Bacteria 
34018,NC_011420.2, Bacteria 
34029,NC_010524.1, Bacteria 
340345,NZ_CP014859.1, Bacteria 
34038,NC_016818.1, Bacteria 
34070,NZ_CP119083.1, Bacteria 
34073,NC_014931.1, Bacteria 
34085,NZ_CP072186.1, Bacteria 
341045,NZ_CP011409.1, Bacteria 
34105,NC_013515.1, Bacteria 
341721,NC_007666.1, Viruses 
341938,NC_005258.1, Viruses 
342409,NC_075105.1, Viruses 
342564,NC_008193.1, Viruses 
342950,NZ_CP037952.1, Bacteria 
343403,NZ_CP058595.1, Bacteria 
343874,NZ_CP040908.1, Bacteria 
344022,NC_007637.1, Viruses 
345201,NC_008187.1, Viruses 
347328,NC_007809.1, Viruses 
347534,NZ_CP012621.1, Bacteria 
347962,NC_007458.1, Viruses 
349221,NC_016026.1, Bacteria 
351052,NC_008340.1, Bacteria 
35128,NC_012064.1, Eukaryota 
351604,NC_009483.1, Bacteria 
35238,NC_002515.1, Viruses 
352475,NZ_CP086610.1, Bacteria 
35258,NC_001619.1, Viruses 
35288,NC_003604.2, Viruses 
35297,NC_003448.1, Viruses 
35343,NC_003278.1, Viruses 
35350,NC_003462.2, Viruses 
353800,NZ_CP007055.1, Archaea 
354,NC_012560.1, Bacteria 
354356,NC_016609.1, Bacteria 
355243,NZ_AP025284.1, Bacteria 
355246,NC_007603.1, Viruses 
35554,NC_002939.5, Bacteria 
35612,NC_002551.1, Viruses 
356322,NZ_CP045875.1, Bacteria 
35701,NC_010337.2, Bacteria 
357794,NC_008709.1, Bacteria 
35786,NC_011295.1, Bacteria 
35806,NZ_CP015421.1, Bacteria 
35841,NZ_CP023704.1, Bacteria 
358766,NC_009712.1, Archaea 
359408,NC_012968.1, Bacteria 
36035,NC_060200.1, Eukaryota 
361111,NZ_CP040098.1, Bacteria 
361183,NZ_CP012669.1, Bacteria 
362787,NC_005861.2, Bacteria 
36363,NC_001824.1, Viruses 
36403,NC_011062.1, Viruses 
36427,NC_007547.1, Viruses 
364317,NC_008786.1, Bacteria 
364410,NZ_CP018193.1, Bacteria 
36453,NC_001462.1, Viruses 
365150,NC_010434.1, Viruses 
365349,NZ_CP010978.1, Bacteria 
36835,NZ_OW712331.1, Bacteria 
36861,NC_007404.1, Bacteria 
36863,NZ_CP088081.1, Bacteria 
36873,NC_007951.1, Bacteria 
369960,NC_003059.1, Viruses 
370038,NZ_CP039543.1, Bacteria 
370405,NC_014394.1, Bacteria 
370777,NZ_CP042453.1, Bacteria 
371036,NZ_CP096034.1, Bacteria 
37128,NC_003723.1, Viruses 
37206,NC_001981.1, Viruses 
37329,NC_006361.1, Bacteria 
373407,NC_008202.2, Viruses 
373994,NC_019678.1, Bacteria 
374422,NC_018853.1, Viruses 
37482,NZ_CP025943.1, Bacteria 
37487,NZ_CP007031.1, Bacteria 
375175,NZ_CP014873.1, Bacteria 
37554,NC_002167.1, Viruses 
375929,NC_010718.1, Bacteria 
376489,NZ_CP015243.1, Bacteria 
376490,NZ_CP090009.1, Bacteria 
37665,NC_002687.1, Viruses 
376805,NC_015164.1, Bacteria 
376820,NC_008201.1, Viruses 
37692,NC_011047.1, Bacteria 
37727,NC_072348.1, Eukaryota 
37734,NC_020995.1, Bacteria 
377615,NC_019897.1, Bacteria 
379064,NC_019776.1, Bacteria 
37927,NZ_CP014518.1, Bacteria 
37931,NZ_CP014574.1, Bacteria 
379347,NZ_CP015230.1, Bacteria 
379547,NC_013926.1, Archaea 
37961,NC_003470.1, Viruses 
379893,NZ_CP125781.1, Bacteria 
381046,NC_013077.1, Eukaryota 
382,NC_020528.1, Bacteria 
38289,NC_007164.1, Bacteria 
385025,NC_018697.1, Bacteria 
386487,NC_008610.1, Bacteria 
386490,NZ_CP008876.1, Bacteria 
386891,NZ_CP011381.2, Bacteria 
387092,NC_009662.1, Bacteria 
387341,NC_019964.1, Archaea 
387343,NC_015666.1, Archaea 
38804,NC_005179.1, Viruses 
388408,NZ_CM011002.1, Bacteria 
388413,NZ_CM001023.1, Bacteria 
388452,NC_009817.1, Viruses 
38986,NC_022538.1, Bacteria 
390157,NC_011349.1, Viruses 
390884,NC_019904.1, Bacteria 
39122,NZ_CP079105.1, Bacteria 
391228,NC_010417.1, Viruses 
391953,NZ_CP097635.1, Bacteria 
392593,NZ_CP040709.1, Bacteria 
393598,NC_009542.2, Viruses 
393662,NZ_CM002299.1, Bacteria 
393765,NZ_CP090569.1, Bacteria 
39444,NC_016924.1, Viruses 
39483,NC_021019.1, Bacteria 
39485,NC_012778.1, Bacteria 
39488,NZ_CP073280.1, Bacteria 
395631,NZ_CP051548.1, Bacteria 
395922,NC_014008.1, Bacteria 
39640,NC_006634.1, Viruses 
39669,NC_015676.1, Archaea 
39720,NC_001867.1, Viruses 
397260,NZ_CP006644.1, Bacteria 
39766,NC_007575.1, Bacteria 
39775,NZ_CM001475.1, Bacteria 
397865,NZ_CP007034.1, Bacteria 
398,NC_020059.1, Bacteria 
39804,NC_004301.1, Viruses 
398743,NC_014041.1, Bacteria 
398839,NC_008722.1, Viruses 
399,NZ_HG938353.1, Bacteria 
399736,NZ_LT629695.1, Bacteria 
400092,NZ_CP009621.1, Bacteria 
40051,NC_006023.1, Viruses 
400567,NC_008367.1, Viruses 
400770,NZ_CP042304.1, Bacteria 
40091,NZ_CP048105.1, Bacteria 
400946,NZ_CP115969.1, Bacteria 
40137,NC_015684.1, Bacteria 
401471,NZ_CP034464.1, Bacteria 
401619,NC_014109.1, Bacteria 
405,NC_007947.1, Bacteria 
405212,NC_013205.1, Bacteria 
40523,NC_009811.2, Viruses 
40537,NC_004195.1, Viruses 
40542,NC_013192.1, Bacteria 
405554,NC_008516.1, Viruses 
40559,NC_037311.1, Eukaryota 
40567,NC_013093.1, Bacteria 
40577,NZ_FO704551.1, Bacteria 
40631,NC_001901.1, Viruses 
406340,NC_009382.1, Viruses 
406548,NZ_CP042997.1, Bacteria 
407035,NZ_CP011366.1, Bacteria 
41,NC_014623.1, Bacteria 
410072,NZ_CP070062.1, Bacteria 
411153,NC_008571.1, Bacteria 
411483,NZ_CP048437.1, Bacteria 
41202,NZ_CP048243.1, Bacteria 
412034,NZ_OU594967.1, Bacteria 
412384,NZ_CP024035.1, Bacteria 
412593,NZ_AP013035.1, Bacteria 
412690,NZ_LT629742.1, Bacteria 
412963,NC_014722.1, Bacteria 
412965,NC_009465.1, Bacteria 
413810,NC_014297.1, Archaea 
413882,NZ_CP011371.1, Bacteria 
414,NC_002977.6, Bacteria 
414970,NC_009514.1, Viruses 
414996,NZ_CP022752.1, Bacteria 
415229,NC_016147.2, Bacteria 
416213,NZ_CP053676.1, Bacteria 
41675,NZ_CP045483.1, Archaea 
417280,NC_009015.1, Viruses 
41764,NC_005904.1, Viruses 
418699,NZ_CP016210.1, Bacteria 
418701,NZ_CP045871.1, Bacteria 
419479,NZ_LT629791.1, Bacteria 
41977,NZ_CP022187.1, Bacteria 
421,NC_015572.1, Bacteria 
421010,NC_017967.1, Viruses 
421628,NZ_CP007268.1, Bacteria 
42253,NZ_CP011801.1, Bacteria 
42260,NC_050719.1, Eukaryota 
423351,NZ_CM001403.1, Bacteria 
423605,NC_010644.1, Bacteria 
42374,NC_012867.1, Eukaryota 
42422,NC_019978.1, Bacteria 
42443,NC_015730.1, Bacteria 
42475,NC_003759.1, Viruses 
426,NZ_CP023737.1, Bacteria 
426114,NC_014145.1, Bacteria 
427923,NC_014216.1, Bacteria 
42838,NC_013385.1, Bacteria 
428712,NZ_CM001376.1, Bacteria 
42882,NC_003689.1, Viruses 
43,NZ_CP022098.1, Bacteria 
430679,NZ_CP078143.1, Bacteria 
43080,NC_013769.1, Archaea 
431317,NC_012799.1, Viruses 
432096,NC_018940.1, Eukaryota 
43305,NC_014387.1, Bacteria 
43357,NZ_CP007155.1, Bacteria 
436,NZ_CP062147.1, Bacteria 
43669,NC_013172.1, Bacteria 
43674,NZ_LS483423.1, Bacteria 
437505,NZ_CP018632.1, Bacteria 
43767,NZ_CP027793.1, Bacteria 
437897,NZ_AP024966.1, Bacteria 
438482,NC_009531.1, Viruses 
43948,NC_012691.1, Bacteria 
44001,NC_009437.1, Bacteria 
44012,NC_014541.1, Bacteria 
440250,NC_009551.1, Viruses 
441209,NZ_CP024899.1, Bacteria 
442,NZ_CP004373.1, Bacteria 
442302,NC_029801.1, Viruses 
443156,NZ_LT629711.1, Bacteria 
445710,NZ_CP014841.1, Bacteria 
446660,NC_022567.1, Bacteria 
446683,NZ_CP007035.1, Bacteria 
446692,NZ_LN606600.1, Bacteria 
44689,NC_007088.5, Eukaryota 
447471,NC_018868.3, Bacteria 
44930,NC_019792.1, Archaea 
450,NC_013861.1, Bacteria 
450734,NZ_CP015079.1, Bacteria 
453162,NZ_OU912926.1, Bacteria 
453230,NC_014365.1, Bacteria 
453304,NZ_CP013979.1, Bacteria 
453816,NC_020813.1, Bacteria 
454128,NC_009731.1, Viruses 
454155,NZ_LR215980.1, Bacteria 
454171,NC_021487.1, Bacteria 
454601,NZ_CP021330.1, Bacteria 
45497,NZ_LT669839.1, Bacteria 
45656,NZ_CP061799.1, Bacteria 
45663,NC_013223.1, Bacteria 
456827,NC_020449.1, Bacteria 
456999,NC_057370.1, Eukaryota 
457083,NZ_AP018248.1, Bacteria 
458033,NC_016024.1, Bacteria 
46014,NC_001447.1, Viruses 
460519,NC_012963.1, Eukaryota 
46124,NZ_CP082858.1, Bacteria 
46125,NZ_CP053988.1, Bacteria 
46165,NZ_CP053892.1, Bacteria 
463,NZ_CM001371.1, Bacteria 
46342,NC_003612.1, Viruses 
46448,NC_002543.1, Viruses 
464988,NC_009977.1, Eukaryota 
465721,NZ_CP011971.1, Bacteria 
466051,NC_009803.1, Viruses 
466153,NC_019892.1, Bacteria 
46632,NC_005877.1, Archaea 
467094,NC_020520.1, Bacteria 
467976,NZ_CP116942.1, Bacteria 
471189,NC_021021.1, Bacteria 
471827,NZ_CP034260.1, Bacteria 
472569,NZ_LN849456.1, Bacteria 
472834,NZ_CP028374.1, Bacteria 
475088,NC_011832.1, Archaea 
47671,NZ_LR134378.1, Bacteria 
47735,NZ_CP006954.1, Bacteria 
477641,NC_017955.1, Bacteria 
477680,NZ_AP017422.1, Bacteria 
477976,NC_014758.1, Bacteria 
47850,NC_014391.1, Bacteria 
47960,NZ_CP046415.1, Bacteria 
48,NZ_CP011509.1, Bacteria 
480520,NZ_CP010817.1, Bacteria 
482957,NC_007510.1, Bacteria 
48296,NC_016603.1, Bacteria 
483537,NC_010984.1, Viruses 
483545,NZ_CP063196.1, Bacteria 
483547,NZ_CP010311.1, Bacteria 
485447,NZ_CP059736.1, Bacteria 
487686,NZ_CP091092.1, Archaea 
48935,NC_007794.1, Bacteria 
4896,NC_003424.3, Eukaryota 
489910,NZ_CP079110.1, Bacteria 
490103,NC_010324.1, Viruses 
4909,NC_042506.1, Eukaryota 
491003,NC_010583.1, Viruses 
49118,NC_015913.1, Bacteria 
4924,NC_009068.1, Eukaryota 
49267,NC_003825.1, Viruses 
49319,NC_008148.1, Bacteria 
4932,NC_001133.9, Eukaryota 
49338,NC_011830.1, Bacteria 
4950,NC_016501.1, Eukaryota 
4952,NC_006067.1, Eukaryota 
4956,NC_012990.1, Eukaryota 
4959,NC_006043.2, Eukaryota 
496014,NZ_CP042430.1, Bacteria 
496056,NZ_CP042432.1, Bacteria 
496866,NC_010321.1, Bacteria 
497725,NZ_CP014007.2, Bacteria 
497727,NC_018719.1, Archaea 
498019,NC_072812.1, Eukaryota 
498846,NC_010482.1, Archaea 
499229,NC_015519.1, Bacteria 
499555,NZ_CP015961.1, Bacteria 
500,NC_011959.1, Bacteria 
50339,NC_002689.2, Archaea 
504468,NZ_OW485601.1, Bacteria 
505,NZ_CP059569.1, Bacteria 
508419,NC_019449.1, Viruses 
511,NZ_CP013119.1, Bacteria 
511062,NC_016745.1, Bacteria 
511435,NC_011565.1, Bacteria 
51173,NZ_AP018335.1, Bacteria 
511746,NC_010794.1, Bacteria 
51197,NC_015172.1, Bacteria 
51229,NC_016893.1, Bacteria 
5141,NC_026501.1, Eukaryota 
51515,NZ_CP022121.1, Bacteria 
516075,NZ_CM001773.1, Bacteria 
51664,NZ_CP044499.1, Bacteria 
51665,NZ_CP013988.1, Bacteria 
51669,NZ_CP012047.1, Bacteria 
519472,NZ_CP017267.1, Bacteria 
52,NZ_CP012159.1, Bacteria 
52022,NC_014212.1, Bacteria 
5207,NC_006670.1, Eukaryota 
521689,NZ_CP089309.1, Bacteria 
521720,NZ_CP114976.1, Bacteria 
5270,NC_026478.1, Eukaryota 
529884,NZ_CP007490.1, Bacteria 
530584,NZ_CP016353.1, Bacteria 
531813,NZ_CP053086.1, Bacteria 
533,NC_010581.1, Bacteria 
53336,NZ_CP015581.1, Bacteria 
53358,NC_014830.1, Bacteria 
53362,NZ_CP061913.1, Bacteria 
53399,NC_014313.1, Bacteria 
53442,NC_014624.2, Bacteria 
53444,NZ_CP014872.1, Bacteria 
53461,NC_013235.1, Bacteria 
53501,NZ_CP051181.1, Bacteria 
535744,NZ_CP012257.1, Bacteria 
536044,NZ_CP058215.1, Archaea 
53635,NC_013124.1, Bacteria 
538381,NZ_CP046908.1, Bacteria 
53953,NC_000961.1, Archaea 
54005,NZ_LR134524.1, Bacteria 
540068,NC_011023.1, Viruses 
540747,NZ_CP031598.1, Bacteria 
54120,NC_014507.1, Archaea 
542,NC_022900.1, Bacteria 
54248,NC_008818.1, Archaea 
54252,NC_015931.1, Archaea 
54254,NC_014160.1, Archaea 
54261,NC_013849.1, Archaea 
54299,NC_019695.1, Bacteria 
543877,NZ_CP011805.1, Bacteria 
545,NC_009792.1, Bacteria 
545619,NZ_LT629776.1, Bacteria 
546871,NZ_LT629749.1, Bacteria 
547143,NC_015557.1, Bacteria 
547188,NC_017080.1, Bacteria 
5478,NC_005967.2, Eukaryota 
548915,NC_011096.1, Viruses 
5499,NC_063012.1, Eukaryota 
551760,NC_006513.1, Bacteria 
55206,NC_014364.1, Bacteria 
552525,NC_011167.1, Viruses 
553,NC_017554.1, Bacteria 
553814,NZ_CP021359.1, Bacteria 
553981,NZ_LR778175.1, Bacteria 
55508,NZ_HG322949.1, Bacteria 
55510,NC_007021.1, Viruses 
55529,NC_002752.1, Eukaryota 
555573,NZ_CP085324.1, Archaea 
55583,NZ_CP046996.1, Bacteria 
556,NC_012912.1, Bacteria 
556287,NC_014774.1, Bacteria 
556325,NZ_CP018135.1, Bacteria 
556499,NZ_CP033719.1, Bacteria 
55951,NC_004667.1, Viruses 
55987,NC_006505.1, Viruses 
56,NC_010162.1, Bacteria 
561061,NZ_CP038029.1, Bacteria 
561184,NZ_AP022337.1, Bacteria 
561996,NC_011291.1, Viruses 
562,NC_000913.3, Bacteria 
563,NC_017910.1, Bacteria 
563177,NC_015518.1, Archaea 
564137,NZ_CP061498.1, Bacteria 
56438,NZ_CP092183.1, Bacteria 
56459,NZ_CP034655.1, Bacteria 
565,NZ_CP049608.1, Bacteria 
566,NZ_LR607338.1, Bacteria 
56636,NC_000854.2, Archaea 
5664,NC_001905.3, Eukaryota 
569,NZ_CP050150.1, Bacteria 
5691,NC_008409.1, Eukaryota 
569860,NZ_CP025086.1, Bacteria 
570267,NC_013665.1, Archaea 
570278,NZ_CP117968.1, Bacteria 
57029,NC_018721.1, Bacteria 
571177,NZ_AP021874.1, Bacteria 
571913,NZ_CP011112.1, Bacteria 
5722,NC_067205.1, Eukaryota 
573,NC_016845.1, Bacteria 
573501,NZ_CP084318.1, Bacteria 
573658,NZ_CM008769.1, Bacteria 
5741,NC_051856.1, Eukaryota 
57478,NC_011645.1, Viruses 
57480,NZ_CP028519.1, Bacteria 
575378,NZ_AP026683.1, Bacteria 
576131,NZ_CP117819.1, Bacteria 
576611,NC_009379.1, Bacteria 
57705,NC_013202.1, Archaea 
577489,NZ_CP042326.1, Bacteria 
5807,NC_006980.1, Eukaryota 
5811,NW_017382928.1, Eukaryota 
58138,NC_013216.1, Bacteria 
58180,NC_007519.1, Bacteria 
582,NZ_LR699007.1, Bacteria 
584,NC_010554.1, Bacteria 
585455,NZ_AP018052.1, Bacteria 
5855,NW_001852628.1, Eukaryota 
5865,NC_067396.1, Eukaryota 
5874,NC_011129.2, Eukaryota 
5888,NC_006058.1, Eukaryota 
588898,NZ_CP019327.1, Archaea 
591197,NC_017464.1, Bacteria 
593909,NC_015675.1, Bacteria 
594679,NZ_CP010427.1, Bacteria 
59505,NZ_CP008802.1, Bacteria 
59509,NC_003027.1, Viruses 
595468,NZ_CP126963.1, Bacteria 
59600,NC_014934.1, Bacteria 
59610,NC_009253.1, Bacteria 
59754,NC_008260.1, Bacteria 
59930,NC_019675.1, Bacteria 
6035,NC_003242.2, Eukaryota 
604330,NZ_LT629759.1, Bacteria 
60847,NC_014729.1, Archaea 
60890,NC_023137.1, Bacteria 
60893,NC_015388.1, Bacteria 
60920,NC_013521.1, Bacteria 
61435,NZ_CP006950.1, Bacteria 
61635,NC_022549.1, Bacteria 
61648,NZ_CP045845.1, Bacteria 
616991,NZ_CP022515.1, Bacteria 
617123,NZ_CP032364.1, Bacteria 
62088,NZ_ABCY02000001.1, Bacteria 
62099,NC_023426.1, Viruses 
62140,NC_015186.1, Bacteria 
622488,NC_017449.1, Bacteria 
623,NC_004337.2, Bacteria 
62320,NC_013743.1, Archaea 
624134,NC_012223.2, Viruses 
626937,NZ_CP029256.1, Bacteria 
63,NZ_CP022423.1, Bacteria 
631345,NC_012531.1, Viruses 
63186,NC_015844.1, Bacteria 
632,NC_017168.1, Bacteria 
632112,NC_012530.1, Viruses 
63363,NC_000918.1, Bacteria 
634113,NZ_CP013920.1, Bacteria 
63612,NC_007712.1, Bacteria 
63745,NC_013959.1, Bacteria 
637971,NZ_CP012033.1, Bacteria 
638358,NC_012664.1, Viruses 
638849,NZ_AP025585.1, Bacteria 
639200,NZ_CP035708.1, Bacteria 
639313,NC_015564.1, Bacteria 
64003,NC_004724.1, Viruses 
64160,NC_015185.1, Bacteria 
64186,NC_000872.1, Viruses 
642780,NZ_LT629757.1, Bacteria 
64318,NC_029055.1, Viruses 
644610,NC_012703.1, Viruses 
645517,NZ_CP016545.1, Bacteria 
649756,NC_021016.1, Bacteria 
649841,NC_022357.1, Bacteria 
650121,NC_038702.1, Viruses 
65093,NC_019779.1, Bacteria 
651143,NC_020054.1, Bacteria 
651457,NC_012785.1, Bacteria 
651666,NZ_AP027292.1, Bacteria 
651822,NC_021038.1, Bacteria 
65467,NC_001946.1, Viruses 
655015,NZ_CP019948.1, Bacteria 
65553,NC_013512.1, Bacteria 
65555,NC_020304.1, Bacteria 
656366,NZ_CP013745.1, Bacteria 
658062,NC_008009.1, Bacteria 
661191,NZ_CP032485.1, Bacteria 
661488,NZ_CP042431.1, Bacteria 
66219,NC_010001.1, Bacteria 
663364,NZ_CP031217.1, Bacteria 
663557,NC_013694.1, Viruses 
665914,NZ_CP026377.1, Bacteria 
666685,NZ_CP088980.1, Bacteria 
667093,NC_014236.1, Viruses 
66797,NC_001884.1, Viruses 
668,NC_011184.1, Bacteria 
669359,NZ_CM001775.1, Bacteria 
669502,NC_021885.1, Bacteria 
671077,NZ_AP025628.1, Bacteria 
673,NZ_CP014056.2, Bacteria 
673862,NC_023003.1, Bacteria 
674079,NZ_CP017146.1, Bacteria 
674703,NZ_CP007440.1, Bacteria 
674954,NC_003873.1, Viruses 
674971,NC_007522.1, Viruses 
675060,NC_038843.1, Viruses 
67571,NC_000935.1, Viruses 
67585,NC_003642.1, Viruses 
675864,NZ_LT629688.1, Bacteria 
676208,NZ_AP018005.1, Bacteria 
682798,NZ_CP041335.1, Bacteria 
683846,NC_017461.1, Archaea 
68402,NC_003540.1, Viruses 
686985,NC_004451.1, Viruses 
691956,NC_008250.2, Viruses 
691958,NC_075448.1, Viruses 
692036,NZ_LR593887.1, Bacteria 
69223,NC_012880.1, Bacteria 
692370,NZ_CP016591.1, Bacteria 
693066,NC_010354.1, Viruses 
693075,NC_017096.1, Bacteria 
